label,structure,operation,count,mean_ns,p50_ns,p99_ns,total_seconds,final_size,final_height,rotations_left,rotations_right
theta_0_0_r2,avl,ALL,201500,23021.557320099255,14100,83500,4.6388438,13427,16,34478,31307
theta_0_0_r2,bst,I,70269,5594.96648593263,4500,14700,0.3931527,13427,26,0,0
theta_0_0_r2,bst,D,59885,6493.333889955748,5400,16800,0.3888533,13427,26,0,0
theta_0_0_r2,bst,S,69846,4721.964035163073,3900,11600,0.3298103,13427,26,0,0
theta_0_0_r2,bst,RANK,500,4237566.8,3840900,10972600,2.1187834,13427,26,0,0
theta_0_0_r2,bst,SELECT,500,3483132.6,3041900,10029100,1.7415663,13427,26,0,0
theta_0_0_r2,bst,RANGE,500,3420353.2,2802100,11089800,1.7101766,13427,26,0,0
theta_0_0_r2,bst,ALL,201500,33162.9905707196,4500,50000,6.6823426,13427,26,0,0
theta_0_0_r3,avl,I,70269,38603.20909647213,33300,138900,2.7126089,13427,16,34478,31307
theta_0_0_r3,avl,D,59885,35939.48401102112,29500,121100,2.152236,13427,16,34478,31307
theta_0_0_r3,avl,S,69846,4120.018326031555,3200,9700,0.2877668,13427,16,34478,31307
theta_0_0_r3,avl,RANK,500,6344.4,5900,18100,0.0031722,13427,16,34478,31307
theta_0_0_r3,avl,SELECT,500,8916.6,8200,32800,0.0044583,13427,16,34478,31307
theta_0_0_r3,avl,RANGE,500,16050.0,14900,52500,0.008025,13427,16,34478,31307
theta_0_0_r3,avl,ALL,201500,25648.968734491315,14900,93800,5.1682672,13427,16,34478,31307
theta_0_0_r3,bst,I,70269,5643.929755653276,4700,11400,0.3965933,13427,26,0,0
theta_0_0_r3,bst,D,59885,6672.9564999582535,5500,14900,0.39961,13427,26,0,0
theta_0_0_r3,bst,S,69846,4996.157260258283,4000,10200,0.3489616,13427,26,0,0
theta_0_0_r3,bst,RANK,500,3814066.8,3093300,12753100,1.9070334,13427,26,0,0
theta_0_0_r3,bst,SELECT,500,3185508.8,2459700,12001300,1.5927544,13427,26,0,0
theta_0_0_r3,bst,RANGE,500,3047616.2,2277900,11545300,1.5238081,13427,26,0,0
theta_0_0_r3,bst,ALL,201500,30614.19751861042,4600,50400,6.1687608,13427,26,0,0
theta_0_6_r1,avl,I,70269,37124.178513996216,29200,106700,2.6086789,13427,16,34247,31325
theta_0_6_r1,avl,D,59885,32783.84403439926,26800,95000,1.9632605,13427,16,34247,31325
theta_0_6_r1,avl,S,69846,3706.3010050682933,2800,8500,0.2588703,13427,16,34247,31325
theta_0_6_r1,avl,RANK,500,3544.8,3400,6200,0.0017724,13427,16,34247,31325
theta_0_6_r1,avl,SELECT,500,5082.8,4900,9300,0.0025414,13427,16,34247,31325
theta_0_6_r1,avl,RANGE,500,8539.8,8200,15800,0.0042699,13427,16,34247,31325
theta_0_6_r1,avl,ALL,201500,24016.840694789083,14400,78900,4.8393934,13427,16,34247,31325
theta_0_6_r1,bst,I,70269,3731.4989540195534,3000,9200,0.2622087,13427,26,0,0
theta_0_6_r1,bst,D,59885,4481.127160390749,3600,10800,0.2683523,13427,26,0,0
theta_0_6_r1,bst,S,69846,3252.9937290610774,2500,8100,0.2272086,13427,26,0,0
theta_0_6_r1,bst,RANK,500,3438027.2,2734900,12296700,1.7190136,13427,26,0,0
theta_0_6_r1,bst,SELECT,500,3010064.2,2428000,10505000,1.5050321,13427,26,0,0
theta_0_6_r1,bst,RANGE,500,2881107.2,2226400,10440200,1.4405536,13427,26,0,0
theta_0_6_r1,bst,ALL,201500,26910.01935483871,2900,28300,5.4223689,13427,26,0,0
theta_0_6_r2,avl,I,70269,35845.30447281162,29700,117800,2.5188137,13427,16,34247,31325
theta_0_6_r2,avl,D,59885,32225.572346998415,27300,102700,1.9298284,13427,16,34247,31325
theta_0_6_r2,avl,S,69846,3475.647853849898,2800,8600,0.2427601,13427,16,34247,31325
theta_0_6_r2,avl,RANK,500,6584.4,4600,8300,0.0032922,13427,16,34247,31325
theta_0_6_r2,avl,SELECT,500,6460.6,7000,12300,0.0032303,13427,16,34247,31325
theta_0_6_r2,avl,RANGE,500,11616.4,11400,20500,0.0058082,13427,16,34247,31325
theta_0_6_r2,avl,ALL,201500,23343.58759305211,14700,84900,4.7037329,13427,16,34247,31325
theta_0_6_r2,bst,I,70269,3807.068550854573,2400,9200,0.2675189,13427,26,0,0
theta_0_6_r2,bst,D,59885,4282.581614761626,2800,11500,0.2564624,13427,26,0,0
theta_0_6_r2,bst,S,69846,3347.1551699453084,2000,8100,0.2337854,13427,26,0,0
theta_0_6_r2,bst,RANK,500,3701927.8,2888100,15143000,1.8509639,13427,26,0,0
theta_0_6_r2,bst,SELECT,500,3212286.6,2596700,11638400,1.6061433,13427,26,0,0
theta_0_6_r2,bst,RANGE,500,3064127.8,2109100,15027500,1.5320639,13427,26,0,0
theta_0_6_r2,bst,ALL,201500,28520.78312655087,2400,28500,5.7469378,13427,26,0,0
theta_0_6_r3,avl,I,70269,40726.72729083949,29700,147800,2.8618264,13427,16,34247,31325
theta_0_6_r3,avl,D,59885,39900.31393504216,27300,139100,2.3894303,13427,16,34247,31325
theta_0_6_r3,avl,S,69846,4165.025914153996,2800,9900,0.2909104,13427,16,34247,31325
theta_0_6_r3,avl,RANK,500,3728.8,3300,6600,0.0018644,13427,16,34247,31325
theta_0_6_r3,avl,SELECT,500,5432.2,4800,10400,0.0027161,13427,16,34247,31325
theta_0_6_r3,avl,RANGE,500,8374.0,7700,18200,0.004187,13427,16,34247,31325
theta_0_6_r3,avl,ALL,201500,27548.06253101737,15000,101600,5.5509346,13427,16,34247,31325
theta_0_6_r3,bst,I,70269,2759.3177645903597,2400,7000,0.1938945,13427,26,0,0
theta_0_6_r3,bst,D,59885,3333.642815396176,2900,8200,0.1996352,13427,26,0,0
theta_0_6_r3,bst,S,69846,2322.9776937834663,2000,6200,0.1622507,13427,26,0,0
theta_0_6_r3,bst,RANK,500,2938211.8,2264000,12264500,1.4691059,13427,26,0,0
theta_0_6_r3,bst,SELECT,500,2605734.0,2151500,9754300,1.302867,13427,26,0,0
theta_0_6_r3,bst,RANGE,500,2466528.8,1815200,10425200,1.2332644,13427,26,0,0
theta_0_6_r3,bst,ALL,201500,22635.323573200993,2300,14100,4.5610177,13427,26,0,0
theta_0_99_r1,avl,I,70269,26170.22442328765,24700,69300,1.8389555,13427,16,29613,28195
theta_0_99_r1,avl,D,59885,23458.958002838775,22900,60000,1.4048397,13427,16,29613,28195
theta_0_99_r1,avl,S,69846,2757.7112504653096,2400,6800,0.1926151,13427,16,29613,28195
theta_0_99_r1,avl,RANK,500,3356.2,3300,6800,0.0016781,13427,16,29613,28195
theta_0_99_r1,avl,SELECT,500,4746.4,4800,9300,0.0023732,13427,16,29613,28195
theta_0_99_r1,avl,RANGE,500,8162.4,7900,14900,0.0040812,13427,16,29613,28195
theta_0_99_r1,avl,ALL,201500,17094.505210918112,13500,54300,3.4445428,13427,16,29613,28195
theta_0_99_r1,bst,I,70269,2732.079579900098,2400,7100,0.1919805,13427,29,0,0
theta_0_99_r1,bst,D,59885,3155.317692243467,2900,8200,0.1889562,13427,29,0,0
theta_0_99_r1,bst,S,69846,2416.211379320219,2100,6300,0.1687627,13427,29,0,0
theta_0_99_r1,bst,RANK,500,3003865.0,2481800,10317600,1.5019325,13427,29,0,0
theta_0_99_r1,bst,SELECT,500,2441281.2,2013400,8031800,1.2206406,13427,29,0,0
theta_0_99_r1,bst,RANGE,500,2182336.0,1734500,7385600,1.091168,13427,29,0,0
theta_0_99_r1,bst,ALL,201500,21654.791563275434,2400,15600,4.3634405,13427,29,0,0
theta_0_99_r2,avl,I,70269,31281.87109536211,25900,102400,2.1981458,13427,16,29613,28195
theta_0_99_r2,avl,D,59885,28679.559155047173,23900,91900,1.7174754,13427,16,29613,28195
theta_0_99_r2,avl,S,69846,3372.3076482547317,2500,8900,0.2355422,13427,16,29613,28195
theta_0_99_r2,avl,RANK,500,9872.4,5400,17400,0.0049362,13427,16,29613,28195
theta_0_99_r2,avl,SELECT,500,9771.0,7800,28800,0.0048855,13427,16,29613,28195
theta_0_99_r2,avl,RANGE,500,15129.8,13300,64900,0.0075649,13427,16,29613,28195
theta_0_99_r2,avl,ALL,201500,20687.59305210918,14300,76800,4.16855,13427,16,29613,28195
theta_0_99_r2,bst,I,70269,2710.3929186412215,2400,7000,0.1904566,13427,29,0,0
theta_0_99_r2,bst,D,59885,3153.946731234867,2900,8100,0.1888741,13427,29,0,0
theta_0_99_r2,bst,S,69846,2388.444578071758,2100,6300,0.1668233,13427,29,0,0
theta_0_99_r2,bst,RANK,500,2895953.0,2515400,10485900,1.4479765,13427,29,0,0
theta_0_99_r2,bst,SELECT,500,2416355.8,1799200,9262600,1.2081779,13427,29,0,0
theta_0_99_r2,bst,RANGE,500,2190027.8,1694300,8571800,1.0950139,13427,29,0,0
theta_0_99_r2,bst,ALL,201500,21326.66153846154,2400,14800,4.2973223,13427,29,0,0
theta_0_99_r3,avl,I,70269,27661.735615989983,23700,85100,1.9437625,13427,16,29613,28195
theta_0_99_r3,avl,D,59885,25610.383234532856,22200,77500,1.5336778,13427,16,29613,28195
theta_0_99_r3,avl,S,69846,3151.145376972196,2300,7600,0.2200949,13427,16,29613,28195
theta_0_99_r3,avl,RANK,500,2855.8,2600,6600,0.0014279,13427,16,29613,28195
theta_0_99_r3,avl,SELECT,500,3988.0,3300,10000,0.001994,13427,16,29613,28195
theta_0_99_r3,avl,RANGE,500,7341.2,6600,27300,0.0036706,13427,16,29613,28195
theta_0_99_r3,avl,ALL,201500,18385.249131513647,12600,65300,3.7046277,13427,16,29613,28195
theta_0_99_r3,bst,I,70269,2775.4386713913673,2500,7000,0.1950273,13427,29,0,0
theta_0_99_r3,bst,D,59885,3177.9460632879686,2900,8000,0.1903113,13427,29,0,0
theta_0_99_r3,bst,S,69846,2417.2980557225897,2200,6200,0.1688386,13427,29,0,0
theta_0_99_r3,bst,RANK,500,3255667.6,2843400,11239000,1.6278338,13427,29,0,0
theta_0_99_r3,bst,SELECT,500,2665391.4,2404300,8844100,1.3326957,13427,29,0,0
theta_0_99_r3,bst,RANGE,500,2342645.6,1813600,9353300,1.1713228,13427,29,0,0
theta_0_99_r3,bst,ALL,201500,23255.72952853598,2400,14400,4.6860295,13427,29,0,0
theta_1_2_r1,avl,I,70269,26400.933555337346,23500,66000,1.8551672,13427,16,24983,25143
theta_1_2_r1,avl,D,59885,22145.158219921515,22200,58400,1.3261628,13427,16,24983,25143
theta_1_2_r1,avl,S,69846,2607.5079460527445,2300,6600,0.182124,13427,16,24983,25143
theta_1_2_r1,avl,RANK,500,2466.4,1600,5500,0.0012332,13427,16,24983,25143
theta_1_2_r1,avl,SELECT,500,2401.4,2000,8100,0.0012007,13427,16,24983,25143
theta_1_2_r1,avl,RANGE,500,4179.0,3700,11900,0.0020895,13427,16,24983,25143
theta_1_2_r1,avl,ALL,201500,16714.528039702232,12400,52900,3.3679774,13427,16,24983,25143
theta_1_2_r1,bst,I,70269,2758.5905591370306,2600,6800,0.1938434,13427,29,0,0
theta_1_2_r1,bst,D,59885,3258.136428153962,3200,7900,0.1951135,13427,29,0,0
theta_1_2_r1,bst,S,69846,2376.4796838759557,2200,6000,0.1659876,13427,29,0,0
theta_1_2_r1,bst,RANK,500,2783276.2,2118700,9950400,1.3916381,13427,29,0,0
theta_1_2_r1,bst,SELECT,500,2300863.0,1729600,7853800,1.1504315,13427,29,0,0
theta_1_2_r1,bst,RANGE,500,2286423.4,1653700,8659400,1.1432117,13427,29,0,0
theta_1_2_r1,bst,ALL,201500,21043.304218362282,2500,11100,4.2402258,13427,29,0,0
theta_1_2_r2,avl,I,70269,30006.384038480697,25100,99500,2.1085186,13427,16,24983,25143
theta_1_2_r2,avl,D,59885,26581.836853970108,23000,86600,1.5918533,13427,16,24983,25143
theta_1_2_r2,avl,S,69846,3261.5153337342153,2400,8500,0.2278038,13427,16,24983,25143
theta_1_2_r2,avl,RANK,500,3717.8,3300,8300,0.0018589,13427,16,24983,25143
theta_1_2_r2,avl,SELECT,500,6167.2,5100,27200,0.0030836,13427,16,24983,25143
theta_1_2_r2,avl,RANGE,500,9346.0,8100,33100,0.004673,13427,16,24983,25143
theta_1_2_r2,avl,ALL,201500,19542.388089330027,13100,72800,3.9377912,13427,16,24983,25143
theta_1_2_r2,bst,I,70269,2976.0093355533736,2600,7200,0.2091212,13427,29,0,0
theta_1_2_r2,bst,D,59885,3530.7138682474742,3300,8600,0.2114368,13427,29,0,0
theta_1_2_r2,bst,S,69846,2643.537210434384,2300,6400,0.1846405,13427,29,0,0
theta_1_2_r2,bst,RANK,500,2913605.2,2349700,9960500,1.4568026,13427,29,0,0
theta_1_2_r2,bst,SELECT,500,2462982.4,1781300,8036100,1.2314912,13427,29,0,0
theta_1_2_r2,bst,RANGE,500,2295402.6,1616900,8082100,1.1477013,13427,29,0,0
theta_1_2_r2,bst,ALL,201500,22040.663027295286,2600,20900,4.4411936,13427,29,0,0
theta_1_2_r3,avl,I,70269,34183.897593533424,28600,113100,2.4020683,13427,16,24983,25143
theta_1_2_r3,avl,D,59885,31402.205894631377,26400,99100,1.8805211,13427,16,24983,25143
theta_1_2_r3,avl,S,69846,4237.040059559603,2800,9100,0.2959403,13427,16,24983,25143
theta_1_2_r3,avl,RANK,500,2961.8,1800,7200,0.0014809,13427,16,24983,25143
theta_1_2_r3,avl,SELECT,500,3735.8,2500,10100,0.0018679,13427,16,24983,25143
theta_1_2_r3,avl,RANGE,500,6535.2,4500,18800,0.0032676,13427,16,24983,25143
theta_1_2_r3,avl,ALL,201500,22755.067493796527,13300,82100,4.5851461,13427,16,24983,25143
theta_1_2_r3,bst,I,70269,3948.919153538545,3100,9800,0.2774866,13427,29,0,0
theta_1_2_r3,bst,D,59885,4787.003423227853,3800,11600,0.2866697,13427,29,0,0
theta_1_2_r3,bst,S,69846,3672.8688829711077,2700,8600,0.2565352,13427,29,0,0
theta_1_2_r3,bst,RANK,500,5082024.2,3091600,29903600,2.5410121,13427,29,0,0
theta_1_2_r3,bst,SELECT,500,4202625.6,2967300,17731700,2.1013128,13427,29,0,0
theta_1_2_r3,bst,RANGE,500,3976880.4,2474700,19318400,1.9884402,13427,29,0,0
theta_1_2_r3,bst,ALL,201500,36979.9334987593,3100,31100,7.4514566,13427,29,0,0
order_shuffle_r1,avl,I,6907,17285.05863616621,11700,56100,0.1193879,1147,12,3431,3137
order_shuffle_r1,avl,D,6072,15520.256916996048,9500,47800,0.094239,1147,12,3431,3137
order_shuffle_r1,avl,S,7021,1711.1522575131748,1100,5200,0.012014,1147,12,3431,3137
order_shuffle_r1,avl,RANK,500,2450.4,2500,5300,0.0012252,1147,12,3431,3137
order_shuffle_r1,avl,SELECT,500,3619.6,3400,6400,0.0018098,1147,12,3431,3137
order_shuffle_r1,avl,RANGE,500,5844.0,5800,12500,0.002922,1147,12,3431,3137
order_shuffle_r1,avl,ALL,21500,10771.995348837208,7900,44800,0.2315979,1147,12,3431,3137
order_shuffle_r1,bst,I,6907,3817.417113073693,2700,6500,0.0263669,1147,19,0,0
order_shuffle_r1,bst,D,6072,3816.320816864295,3100,7600,0.0231727,1147,19,0,0
order_shuffle_r1,bst,S,7021,2713.7159948725252,2400,5800,0.019053,1147,19,0,0
order_shuffle_r1,bst,RANK,500,442659.8,353800,3138000,0.2213299,1147,19,0,0
order_shuffle_r1,bst,SELECT,500,441227.4,334300,3343500,0.2206137,1147,19,0,0
order_shuffle_r1,bst,RANGE,500,403577.2,261800,3237800,0.2017886,1147,19,0,0
order_shuffle_r1,bst,ALL,21500,33131.38604651163,2900,678000,0.7123248,1147,19,0,0
order_shuffle_r2,avl,I,6907,35725.61169827711,28700,156900,0.2467568,1147,12,3431,3137
order_shuffle_r2,avl,D,6072,28859.453227931488,26000,124100,0.1752346,1147,12,3431,3137
order_shuffle_r2,avl,S,7021,3911.8359208090014,3100,7900,0.027465,1147,12,3431,3137
order_shuffle_r2,avl,RANK,500,2595.6,2700,5100,0.0012978,1147,12,3431,3137
order_shuffle_r2,avl,SELECT,500,4150.4,3500,7500,0.0020752,1147,12,3431,3137
order_shuffle_r2,avl,RANGE,500,6845.0,6100,14000,0.0034225,1147,12,3431,3137
order_shuffle_r2,avl,ALL,21500,21221.018604651163,13200,82500,0.4562519,1147,12,3431,3137
order_shuffle_r2,bst,I,6907,4496.727957144925,3900,7900,0.0310589,1147,19,0,0
order_shuffle_r2,bst,D,6072,5384.634387351779,4500,8500,0.0326955,1147,19,0,0
order_shuffle_r2,bst,S,7021,3922.5181598062954,3400,6300,0.02754,1147,19,0,0
order_shuffle_r2,bst,RANK,500,417046.4,319300,3078600,0.2085232,1147,19,0,0
order_shuffle_r2,bst,SELECT,500,431210.0,268600,3902200,0.215605,1147,19,0,0
order_shuffle_r2,bst,RANGE,500,337091.2,230300,1693500,0.1685456,1147,19,0,0
order_shuffle_r2,bst,ALL,21500,31812.474418604652,4000,659100,0.6839682,1147,19,0,0
order_shuffle_r3,avl,I,6907,39378.55798465325,31800,154200,0.2719877,1147,12,3431,3137
order_shuffle_r3,avl,D,6072,33494.33465085639,28400,137200,0.2033776,1147,12,3431,3137
order_shuffle_r3,avl,S,7021,4246.64577695485,3400,9100,0.0298157,1147,12,3431,3137
order_shuffle_r3,avl,RANK,500,6079.8,4300,11200,0.0030399,1147,12,3431,3137
order_shuffle_r3,avl,SELECT,500,5733.0,5500,17000,0.0028665,1147,12,3431,3137
order_shuffle_r3,avl,RANGE,500,9656.2,10300,38600,0.0048281,1147,12,3431,3137
order_shuffle_r3,avl,ALL,21500,23996.06976744186,21200,95700,0.5159155,1147,12,3431,3137
order_shuffle_r3,bst,I,6907,3946.0692051541914,3600,7400,0.0272555,1147,19,0,0
order_shuffle_r3,bst,D,6072,4816.534914361001,4100,11900,0.029246,1147,19,0,0
order_shuffle_r3,bst,S,7021,4235.123201823102,3200,7000,0.0297348,1147,19,0,0
order_shuffle_r3,bst,RANK,500,355292.6,260100,1629900,0.1776463,1147,19,0,0
order_shuffle_r3,bst,SELECT,500,368721.4,237300,3101700,0.1843607,1147,19,0,0
order_shuffle_r3,bst,RANGE,500,326764.6,196600,2394400,0.1633823,1147,19,0,0
order_shuffle_r3,bst,ALL,21500,28447.702325581395,3700,628700,0.6116256,1147,19,0,0
order_sorted_r1,avl,I,6900,46540.97101449275,37200,193300,0.3211327,1088,12,7498,685
order_sorted_r1,avl,D,6124,31928.93533638145,27500,125700,0.1955328,1088,12,7498,685
order_sorted_r1,avl,S,6976,5228.9850917431195,3300,7800,0.0364774,1088,12,7498,685
order_sorted_r1,avl,RANK,500,2638.0,2200,7900,0.001319,1088,12,7498,685
order_sorted_r1,avl,SELECT,500,6055.4,6000,15200,0.0030277,1088,12,7498,685
order_sorted_r1,avl,RANGE,500,5895.2,4400,16000,0.0029476,1088,12,7498,685
order_sorted_r1,avl,ALL,21500,26066.846511627908,17300,95900,0.5604372,1088,12,7498,685
order_sorted_r1,bst,I,6900,191666.60869565216,125200,970300,1.3224996,1088,1088,0,0
order_sorted_r1,bst,D,6124,96804.42521227956,49000,650700,0.5928303,1088,1088,0,0
order_sorted_r1,bst,S,6976,72140.58199541284,31500,467600,0.5032527,1088,1088,0,0
order_sorted_r1,bst,RANK,500,33165.6,1400,801100,0.0165828,1088,1088,0,0
order_sorted_r1,bst,SELECT,500,298957.8,198600,1616200,0.1494789,1088,1088,0,0
order_sorted_r1,bst,RANGE,500,89623.2,1900,1338500,0.0448116,1088,1088,0,0
order_sorted_r1,bst,ALL,21500,122300.27441860465,59800,829300,2.6294559,1088,1088,0,0
order_sorted_r2,avl,I,6900,37570.42028985507,35800,136400,0.2592359,1088,12,7498,685
order_sorted_r2,avl,D,6124,29907.331809274983,25700,131000,0.1831525,1088,12,7498,685
order_sorted_r2,avl,S,6976,3353.741399082569,3100,6500,0.0233957,1088,12,7498,685
order_sorted_r2,avl,RANK,500,2840.4,2100,7000,0.0014202,1088,12,7498,685
order_sorted_r2,avl,SELECT,500,5844.0,5800,8800,0.002922,1088,12,7498,685
order_sorted_r2,avl,RANGE,500,5852.8,4300,17500,0.0029264,1088,12,7498,685
order_sorted_r2,avl,ALL,21500,22002.451162790698,16100,90200,0.4730527,1088,12,7498,685
order_sorted_r2,bst,I,6900,174348.34782608695,133600,982500,1.2030036,1088,1088,0,0
order_sorted_r2,bst,D,6124,87946.83213585892,49400,438900,0.5385864,1088,1088,0,0
order_sorted_r2,bst,S,6976,69701.89220183487,31100,435700,0.4862404,1088,1088,0,0
order_sorted_r2,bst,RANK,500,19917.2,900,493100,0.0099586,1088,1088,0,0
order_sorted_r2,bst,SELECT,500,205830.6,137700,771900,0.1029153,1088,1088,0,0
order_sorted_r2,bst,RANGE,500,51040.0,1100,947400,0.02552,1088,1088,0,0
order_sorted_r2,bst,ALL,21500,110056.94418604652,61600,689200,2.3662243,1088,1088,0,0
order_sorted_r3,avl,I,6900,22787.840579710144,20500,60400,0.1572361,1088,12,7498,685
order_sorted_r3,avl,D,6124,17472.828216851733,14000,50400,0.1070036,1088,12,7498,685
order_sorted_r3,avl,S,6976,2103.956422018349,1700,5200,0.0146772,1088,12,7498,685
order_sorted_r3,avl,RANK,500,1084.6,800,4300,0.0005423,1088,12,7498,685
order_sorted_r3,avl,SELECT,500,2212.2,1600,6600,0.0011061,1088,12,7498,685
order_sorted_r3,avl,RANGE,500,2157.2,1300,9400,0.0010786,1088,12,7498,685
order_sorted_r3,avl,ALL,21500,13099.716279069768,8800,47500,0.2816439,1088,12,7498,685
order_sorted_r3,bst,I,6900,163705.95652173914,81900,946800,1.1295711,1088,1088,0,0
order_sorted_r3,bst,D,6124,83588.11234487263,29800,479800,0.5118936,1088,1088,0,0
order_sorted_r3,bst,S,6976,64790.16628440367,16800,377800,0.4519762,1088,1088,0,0
order_sorted_r3,bst,RANK,500,17065.0,500,452700,0.0085325,1088,1088,0,0
order_sorted_r3,bst,SELECT,500,160385.6,99400,909900,0.0801928,1088,1088,0,0
order_sorted_r3,bst,RANGE,500,45886.4,800,831300,0.0229432,1088,1088,0,0
order_sorted_r3,bst,ALL,21500,102563.22790697674,34000,638400,2.2051094,1088,1088,0,0

